# Program:featureCounts v2.0.8; Command:"featureCounts" "-T" "4" "-p" "-B" "-C" "--countReadPairs" "-t" "gene" "-g" "locus_tag" "-a" "reference/annotation/NK01067.gff" "-o" "results/counts/gene_counts.txt" "results/alignment/SRR35308233.sorted.bam" "results/alignment/SRR35308234.sorted.bam" "results/alignment/SRR35308235.sorted.bam" "results/alignment/SRR35308236.sorted.bam" "results/alignment/SRR35308237.sorted.bam" "results/alignment/SRR35308238.sorted.bam" "results/alignment/SRR35308239.sorted.bam" "results/alignment/SRR35308240.sorted.bam" "results/alignment/SRR35308241.sorted.bam" "results/alignment/SRR35308242.sorted.bam" "results/alignment/SRR35308243.sorted.bam" "results/alignment/SRR35308244.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	results/alignment/SRR35308233.sorted.bam	results/alignment/SRR35308234.sorted.bam	results/alignment/SRR35308235.sorted.bam	results/alignment/SRR35308236.sorted.bam	results/alignment/SRR35308237.sorted.bam	results/alignment/SRR35308238.sorted.bam	results/alignment/SRR35308239.sorted.bam	results/alignment/SRR35308240.sorted.bam	results/alignment/SRR35308241.sorted.bam	results/alignment/SRR35308242.sorted.bam	results/alignment/SRR35308243.sorted.bam	results/alignment/SRR35308244.sorted.bam
M8Y62_17020	CP097651.1	3506912	3508195	-	1284	307	369	326	340	429	509	1180	779	842	330	389	321
M8Y62_17025	CP097651.1	3508269	3509357	-	1089	608	635	790	739	772	916	1709	1216	1254	813	920	641
M8Y62_17030	CP097651.1	3509546	3510238	-	693	197	295	277	471	465	469	448	328	364	683	789	459
M8Y62_17035	CP097651.1	3510354	3512114	+	1761	543	658	653	400	479	561	1230	908	924	461	445	343
M8Y62_17040	CP097651.1	3512500	3513357	+	858	10392	11704	8288	1412	1703	1498	10821	7032	5433	1106	1073	896
M8Y62_17045	CP097651.1	3513409	3515691	+	2283	50270	52512	39701	16559	17088	16035	56397	39544	32358	14660	14991	17903
M8Y62_17050	CP097651.1	3515883	3516623	+	741	1225	1440	1396	897	852	904	1704	1291	1188	632	686	416
M8Y62_17055	CP097651.1	3516786	3517934	-	1149	175	159	155	32	60	50	448	339	285	61	71	27
M8Y62_17060	CP097651.1	3518209	3519072	-	864	3084	2897	2446	2145	2488	2096	2946	2173	1825	2459	2449	1838
M8Y62_17065	CP097651.1	3519074	3519691	-	618	2290	2326	1961	851	970	746	1900	1459	1065	781	848	501
M8Y62_17070	CP097651.1	3519702	3522140	-	2439	5495	5834	5290	1735	1979	1946	6524	4913	3231	1111	1124	716
M8Y62_17075	CP097651.1	3522341	3523633	-	1293	6100	6787	7264	4952	5352	5596	14262	10156	8664	3374	3235	2749
M8Y62_17080	CP097651.1	3523724	3525067	-	1344	1730	1862	1727	1215	1381	1535	3474	2646	3014	822	788	946
M8Y62_17085	CP097651.1	3525076	3525687	-	612	3600	3885	3695	2930	3101	3195	5611	4196	4593	1727	1903	2039
M8Y62_17090	CP097651.1	3525810	3530045	-	4236	6817	7515	6726	2818	2990	3224	9110	7024	6644	1819	1924	2147
M8Y62_17095	CP097651.1	3530181	3530675	-	495	2036	2165	2136	2747	3076	3183	3248	2246	2335	3395	3193	3445
M8Y62_17100	CP097651.1	3531208	3532176	+	969	423	475	522	392	376	443	1501	1131	1112	329	368	348
M8Y62_17105	CP097651.1	3532291	3534057	+	1767	573	622	610	220	281	274	2303	1817	1572	163	180	77
M8Y62_17110	CP097651.1	3534058	3535779	+	1722	624	578	531	261	293	338	1664	1365	1281	142	217	111
M8Y62_17115	CP097651.1	3535824	3536525	+	702	439	401	404	268	249	300	639	429	437	221	225	156
M8Y62_17120	CP097651.1	3536879	3537097	+	219	4629	4931	5093	988	1173	1273	5392	3876	3620	960	903	604
M8Y62_17125	CP097651.1	3537218	3539497	-	2280	12060	11667	10845	13757	15221	15672	17887	12593	13673	10960	12078	14674
M8Y62_17130	CP097651.1	3539528	3539845	-	318	1802	1674	1504	2471	2746	2365	2068	1559	1792	2114	2047	2101
M8Y62_17135	CP097651.1	3540171	3540392	+	222	4033	4433	4262	4244	4942	4143	4937	3253	3227	4085	4219	5712
M8Y62_17140	CP097651.1	3540469	3542409	-	1941	847	977	870	634	660	663	1897	1394	1332	600	771	503
M8Y62_17145	CP097651.1	3542406	3543521	-	1116	606	705	821	557	596	555	1767	1307	1283	616	630	422
M8Y62_17150	CP097651.1	3543668	3545326	-	1659	1008	1205	1124	2197	2342	2207	2841	1979	1792	2597	2823	1939
M8Y62_17155	CP097651.1	3545746	3546441	+	696	143	227	243	325	372	292	115	91	53	206	215	90
M8Y62_17160	CP097651.1	3546557	3547456	+	900	67	86	76	62	84	79	169	110	95	77	108	52
M8Y62_17165	CP097651.1	3547600	3549252	+	1653	221	236	232	106	119	113	720	438	347	58	57	22
M8Y62_17170	CP097651.1	3549263	3550231	+	969	121	125	122	93	101	134	466	272	233	70	66	43
M8Y62_17175	CP097651.1	3550443	3550877	-	435	124	135	131	262	292	256	317	222	268	463	454	338
M8Y62_17180	CP097651.1	3551029	3552747	+	1719	1551	1742	1937	2379	2387	2399	4524	3767	2887	1875	2139	1368
M8Y62_17185	CP097651.1	3552786	3553787	+	1002	653	706	768	704	817	944	1905	1432	1267	511	580	616
M8Y62_17190	CP097651.1	3553798	3555240	+	1443	454	504	486	357	374	392	1208	994	769	303	373	361
M8Y62_17195	CP097651.1	3555328	3556341	+	1014	418	529	551	467	532	478	1145	814	797	681	764	457
M8Y62_17200	CP097651.1	3556338	3557168	-	831	196	182	212	245	284	260	518	387	343	200	262	163
M8Y62_17205	CP097651.1	3557200	3558339	-	1140	154	198	175	216	257	209	312	196	210	223	227	164
M8Y62_17210	CP097651.1	3559218	3559733	+	516	1136	1291	1470	1426	1500	1493	1840	1522	1158	1181	1208	722
M8Y62_17215	CP097651.1	3559960	3560688	+	729	483	536	478	333	360	335	1090	888	840	241	272	127
M8Y62_17220	CP097651.1	3560709	3561440	+	732	778	903	807	1078	1000	1040	1874	1536	1578	812	896	505
M8Y62_17225	CP097651.1	3561447	3562163	+	717	140	163	140	84	119	99	337	269	232	89	88	47
M8Y62_17230	CP097651.1	3562163	3562831	+	669	187	209	202	85	96	97	348	289	273	71	74	53
M8Y62_17235	CP097651.1	3563015	3563746	+	732	329	391	357	261	267	293	812	735	826	230	297	216
M8Y62_17240	CP097651.1	3563833	3565305	-	1473	163	184	162	136	137	131	411	325	287	85	121	137
M8Y62_17245	CP097651.1	3565302	3566018	-	717	132	151	131	285	305	261	406	348	337	346	366	331
M8Y62_17250	CP097651.1	3566097	3567224	-	1128	133	122	161	113	121	106	411	337	289	124	142	75
M8Y62_17255	CP097651.1	3567266	3567754	-	489	91	84	79	36	37	39	167	123	88	31	36	21
M8Y62_17260	CP097651.1	3567812	3568657	-	846	39	44	42	23	28	28	87	50	34	23	38	27
M8Y62_17265	CP097651.1	3568654	3569607	-	954	62	43	49	62	57	62	113	96	74	54	65	101
M8Y62_17270	CP097651.1	3569618	3570751	-	1134	79	96	107	134	128	149	229	180	146	150	164	171
M8Y62_17275	CP097651.1	3570915	3572027	-	1113	155	194	197	256	227	299	381	286	263	322	375	318
M8Y62_17280	CP097651.1	3572376	3572855	-	480	628	636	606	218	214	249	839	563	565	303	285	165
M8Y62_17285	CP097651.1	3572944	3573846	-	903	567	633	532	346	388	431	968	690	756	405	406	342
M8Y62_17290	CP097651.1	3573961	3574683	-	723	177	200	128	53	68	76	227	198	159	45	39	38
M8Y62_17295	CP097651.1	3574667	3574954	-	288	449	532	442	146	203	170	675	506	432	236	199	124
M8Y62_17300	CP097651.1	3575157	3575420	+	264	445	536	446	236	281	285	678	515	508	493	435	275
M8Y62_17305	CP097651.1	3575427	3575810	-	384	848	915	769	504	505	419	1148	825	752	727	759	311
M8Y62_17310	CP097651.1	3576077	3577762	+	1686	673	701	777	388	425	384	1217	937	829	339	344	204
M8Y62_17315	CP097651.1	3577940	3578503	-	564	290	288	306	177	143	197	419	332	254	106	122	121
M8Y62_17320	CP097651.1	3578586	3579788	+	1203	725	807	826	1018	1009	1057	1677	1162	1069	513	490	398
M8Y62_17325	CP097651.1	3579788	3580600	+	813	413	427	438	698	766	892	767	635	606	549	569	449
M8Y62_17330	CP097651.1	3580638	3581870	-	1233	200	224	210	70	93	92	388	283	284	78	83	41
M8Y62_17335	CP097651.1	3582198	3582791	+	594	251	293	336	136	161	117	871	707	710	124	133	85
M8Y62_17340	CP097651.1	3582893	3583651	+	759	294	365	367	204	223	223	803	612	558	165	186	117
M8Y62_17345	CP097651.1	3583690	3584892	-	1203	997	1246	1334	1302	1587	1698	4286	3200	3304	1314	1134	812
M8Y62_17350	CP097651.1	3585545	3585673	-	129	7	8	4	2	4	7	10	10	11	4	13	4
M8Y62_17355	CP097651.1	3587206	3587832	+	627	137	130	131	120	118	148	357	258	276	151	157	81
M8Y62_17360	CP097651.1	3587835	3588944	-	1110	945	939	899	893	973	1063	1574	1261	1085	684	797	275
M8Y62_17365	CP097651.1	3589060	3589443	-	384	4534	3949	3697	1903	2001	2232	2585	1748	1717	1626	1714	1386
M8Y62_17370	CP097651.1	3589822	3591063	+	1242	75	54	44	40	33	45	111	63	63	56	45	47
M8Y62_17375	CP097651.1	3591296	3592621	+	1326	172	178	218	106	116	130	517	335	330	134	189	64
M8Y62_17380	CP097651.1	3593025	3593936	-	912	291	364	348	306	324	287	953	773	632	361	340	208
M8Y62_17385	CP097651.1	3593938	3594858	-	921	165	203	224	148	191	155	596	475	427	143	156	129
M8Y62_17390	CP097651.1	3594905	3596446	-	1542	707	805	912	850	855	741	2459	1953	1577	675	715	687
M8Y62_17395	CP097651.1	3596479	3598338	-	1860	244	333	368	214	204	210	1309	910	832	202	219	293
M8Y62_17400	CP097651.1	3598356	3599297	-	942	249	260	269	257	310	354	1057	705	750	300	339	397
M8Y62_17405	CP097651.1	3599533	3600768	+	1236	269	281	308	250	287	347	941	650	614	198	234	200
M8Y62_17410	CP097651.1	3600768	3601523	+	756	131	131	136	116	119	152	410	319	261	96	108	98
M8Y62_17415	CP097651.1	3601678	3602577	+	900	112	109	107	58	91	62	199	168	117	61	45	32
M8Y62_17420	CP097651.1	3602582	3605014	+	2433	346	329	431	522	521	474	774	612	440	379	353	203
M8Y62_17425	CP097651.1	3605191	3606006	+	816	190	188	195	127	183	177	319	225	212	116	160	160
M8Y62_17430	CP097651.1	3606146	3607411	+	1266	56	52	46	60	94	86	191	151	138	77	78	102
M8Y62_17435	CP097651.1	3607408	3608538	-	1131	38	51	51	27	27	39	158	113	85	31	35	36
M8Y62_17440	CP097651.1	3608781	3610082	+	1302	90	79	81	34	37	58	147	95	81	34	30	23
M8Y62_17445	CP097651.1	3610098	3612461	+	2364	330	373	347	110	119	155	674	533	334	70	93	29
M8Y62_17450	CP097651.1	3612595	3614187	-	1593	2459	3075	3110	1301	1260	1436	4532	3508	2627	1062	1081	520
M8Y62_17460	CP097651.1	3615352	3616266	+	915	2232	2792	3234	581	609	633	3579	2524	2172	272	281	194
M8Y62_17465	CP097651.1	3616411	3617127	-	717	216	255	235	119	198	189	453	349	347	163	160	121
M8Y62_17470	CP097651.1	3617196	3618572	-	1377	159	169	170	126	120	144	445	321	348	173	183	161
M8Y62_17475	CP097651.1	3618742	3619854	-	1113	273	221	263	259	360	369	520	397	385	322	346	287
M8Y62_17480	CP097651.1	3619851	3620324	-	474	183	188	167	186	258	215	320	226	285	205	241	216
M8Y62_17485	CP097651.1	3620510	3620635	+	126	1071	1102	1155	925	1068	964	1397	1153	1071	1406	1539	1470
M8Y62_17490	CP097651.1	3620904	3622484	+	1581	1912	1826	1714	409	453	425	2747	1954	1315	313	289	143
M8Y62_17495	CP097651.1	3622575	3623087	-	513	2760	3355	3671	4314	3954	3434	8800	6112	6181	2026	2435	1606
M8Y62_17500	CP097651.1	3623439	3624326	+	888	290	332	328	162	167	165	465	318	249	89	83	73
M8Y62_17505	CP097651.1	3624564	3625067	+	504	1745	2591	3657	5896	5175	4714	5284	3816	2882	4499	4783	2075
M8Y62_17510	CP097651.1	3625476	3626222	+	747	595	703	1111	1934	2029	1931	3199	2206	2117	2129	2354	5262
M8Y62_17515	CP097651.1	3626348	3627007	+	660	127	155	188	150	181	192	578	418	393	111	118	381
M8Y62_17520	CP097651.1	3627004	3627726	+	723	156	195	248	216	187	202	693	565	478	184	190	523
M8Y62_17525	CP097651.1	3627838	3630033	+	2196	103	105	167	184	173	203	340	288	275	107	133	88
M8Y62_17530	CP097651.1	3630036	3630950	-	915	88	72	100	44	43	54	247	189	186	36	32	15
M8Y62_17535	CP097651.1	3631047	3631661	+	615	146	178	216	272	322	352	473	360	313	155	203	197
M8Y62_17540	CP097651.1	3631801	3632061	+	261	48	55	57	165	169	167	114	80	73	76	108	46
M8Y62_17545	CP097651.1	3632082	3632348	+	267	53	73	101	189	179	201	144	92	103	220	197	96
M8Y62_17550	CP097651.1	3632634	3632894	+	261	1949	1658	1686	662	709	743	9371	7081	7675	272	264	214
M8Y62_17555	CP097651.1	3633004	3633972	-	969	721	737	599	822	905	825	926	664	755	755	802	718
M8Y62_17560	CP097651.1	3634002	3636158	-	2157	1776	1989	1792	786	847	786	2397	1792	1643	541	512	405
M8Y62_17565	CP097651.1	3636346	3637701	-	1356	2172	2469	2181	1289	1408	1519	2321	1800	1810	829	778	413
M8Y62_17570	CP097651.1	3637916	3638908	-	993	64	103	89	67	83	64	137	93	68	55	55	35
M8Y62_17575	CP097651.1	3638908	3639753	-	846	46	51	45	30	19	27	67	43	36	26	29	11
M8Y62_17580	CP097651.1	3639767	3640516	-	750	12	35	25	19	28	19	19	17	21	24	26	21
M8Y62_17585	CP097651.1	3640567	3641898	-	1332	13	10	12	5	6	11	14	9	6	9	9	12
M8Y62_17590	CP097651.1	3642186	3642323	-	138	0	0	2	0	1	0	1	0	1	1	1	0
M8Y62_17595	CP097651.1	3642315	3643238	+	924	57	70	47	88	104	114	183	163	143	43	72	91
M8Y62_17600	CP097651.1	3643312	3643971	+	660	210	262	391	223	230	206	671	510	465	97	124	71
M8Y62_17605	CP097651.1	3643971	3644966	+	996	220	324	439	1000	924	920	1595	1400	1123	392	379	85
M8Y62_17610	CP097651.1	3644959	3646512	+	1554	528	613	789	879	844	958	2945	2420	1981	478	534	195
M8Y62_17615	CP097651.1	3646502	3647635	+	1134	298	337	398	286	288	255	1181	961	846	130	182	100
M8Y62_17620	CP097651.1	3647765	3648871	+	1107	580	573	609	492	486	530	1442	1110	981	255	277	213
M8Y62_17625	CP097651.1	3648932	3649369	-	438	767	824	741	1717	2091	1848	1960	1270	1664	2207	2162	2968
M8Y62_17630	CP097651.1	3649501	3650262	+	762	103	114	136	254	270	229	211	186	132	176	233	102
M8Y62_17635	CP097651.1	3650259	3651503	+	1245	81	105	121	171	180	192	220	236	158	128	167	80
M8Y62_17640	CP097651.1	3651500	3652465	+	966	73	65	99	93	76	64	233	183	145	84	104	78
M8Y62_17645	CP097651.1	3652884	3653588	-	705	695	757	785	1718	1822	1640	1276	872	910	1818	2065	1547
M8Y62_17650	CP097651.1	3653634	3654086	-	453	86	76	78	19	38	31	165	107	96	33	28	17
M8Y62_17655	CP097651.1	3654088	3654336	-	249	46	48	44	15	19	20	159	93	93	36	38	19
M8Y62_17660	CP097651.1	3654329	3654817	-	489	74	65	68	6	9	17	156	77	65	11	14	5
M8Y62_17665	CP097651.1	3654821	3655333	-	513	80	79	73	14	15	20	190	132	90	18	21	14
M8Y62_17670	CP097651.1	3655357	3656346	-	990	476	508	494	112	125	163	643	420	346	152	205	144
M8Y62_17675	CP097651.1	3656681	3657586	+	906	296	344	383	276	269	253	1225	797	854	267	293	227
M8Y62_17680	CP097651.1	3657691	3659331	+	1641	164	138	155	120	165	185	448	334	342	202	231	301
M8Y62_17685	CP097651.1	3659331	3660002	+	672	61	54	74	29	59	44	193	125	110	65	71	165
M8Y62_17690	CP097651.1	3660006	3661103	+	1098	126	126	161	100	108	122	501	373	443	181	219	422
M8Y62_17695	CP097651.1	3661352	3663373	-	2022	5137	5613	4969	2865	2931	3120	8439	6258	5693	1810	2019	1155
M8Y62_17700	CP097651.1	3663785	3663997	+	213	46	71	64	10	7	21	48	34	30	11	8	9
M8Y62_17705	CP097651.1	3664084	3664806	+	723	180	191	183	199	204	214	221	212	131	161	166	61
M8Y62_17710	CP097651.1	3664748	3665470	-	723	44	56	57	25	30	25	92	72	45	12	15	8
M8Y62_17715	CP097651.1	3665463	3666218	-	756	13	8	12	3	9	2	22	16	15	1	5	1
M8Y62_17720	CP097651.1	3666202	3667359	-	1158	45	40	24	20	18	22	92	43	44	14	15	6
M8Y62_17725	CP097651.1	3667356	3668396	-	1041	104	108	117	58	79	58	207	156	134	53	50	50
M8Y62_17730	CP097651.1	3668610	3669899	+	1290	225	240	208	33	44	43	371	282	202	28	29	26
M8Y62_17735	CP097651.1	3669970	3670446	+	477	214	239	209	154	160	206	689	549	584	179	197	140
M8Y62_17740	CP097651.1	3671224	3672606	-	1383	227	169	166	315	446	591	1022	627	849	569	714	3835
M8Y62_17745	CP097651.1	3672705	3674231	-	1527	784	700	689	876	1205	1999	4529	2971	3671	1321	1683	9953
M8Y62_17750	CP097651.1	3674228	3675916	-	1689	2177	1632	1375	4943	6645	10852	9413	6454	7913	4655	5628	26028
M8Y62_17755	CP097651.1	3676059	3676784	-	726	378	367	402	208	217	321	1030	779	787	98	150	321
M8Y62_17760	CP097651.1	3676846	3677802	-	957	173	188	178	328	378	432	802	585	654	409	489	1647
M8Y62_17765	CP097651.1	3677799	3679118	-	1320	636	611	630	1143	1422	1756	2221	1655	1668	1074	1127	3101
M8Y62_17770	CP097651.1	3679273	3680556	+	1284	286	317	351	142	180	186	1283	979	945	129	137	182
M8Y62_17775	CP097651.1	3680830	3683517	-	2688	241	339	486	714	686	703	527	498	334	818	1052	576
M8Y62_17780	CP097651.1	3683569	3684000	-	432	37	45	46	163	145	131	62	45	41	216	280	136
M8Y62_17785	CP097651.1	3684534	3685619	+	1086	227	313	382	795	828	741	563	435	379	1366	1295	516
M8Y62_17790	CP097651.1	3685620	3688685	+	3066	314	424	431	428	446	522	819	613	424	361	427	244
M8Y62_17795	CP097651.1	3688724	3689647	+	924	83	105	111	88	86	69	266	199	133	100	103	49
M8Y62_17800	CP097651.1	3689664	3690170	-	507	96	105	126	141	148	105	230	158	138	144	215	100
M8Y62_17805	CP097651.1	3690375	3690521	-	147	22	17	23	14	17	17	42	32	14	26	29	18
M8Y62_17810	CP097651.1	3690907	3691119	+	213	12	13	33	66	61	49	37	23	31	103	124	32
M8Y62_17815	CP097651.1	3691201	3691755	+	555	23	23	40	35	31	51	117	72	65	46	60	16
M8Y62_17820	CP097651.1	3691797	3692531	-	735	513	611	705	1051	1016	968	987	698	756	1304	1321	840
M8Y62_17825	CP097651.1	3692687	3693898	-	1212	635	728	1035	1867	2092	2334	1385	1106	1092	2242	2506	1593
M8Y62_17830	CP097651.1	3694227	3694472	+	246	12	18	26	75	53	49	40	21	26	78	91	24
M8Y62_17835	CP097651.1	3694600	3694905	+	306	42	44	34	83	68	61	93	49	52	76	111	28
M8Y62_17840	CP097651.1	3694957	3695223	+	267	96	93	108	79	68	74	107	80	66	89	102	43
M8Y62_17845	CP097651.1	3695334	3696329	-	996	1661	1908	2061	2720	2881	2993	5958	4280	4136	2505	2590	2355
M8Y62_17850	CP097651.1	3696558	3697376	+	819	381	461	491	340	353	354	2254	1656	1543	296	340	257
M8Y62_17855	CP097651.1	3697377	3698435	-	1059	338	503	513	304	304	239	4827	3695	3716	179	154	56
M8Y62_17860	CP097651.1	3698438	3699127	-	690	345	407	472	269	269	202	4395	3288	3343	201	204	76
M8Y62_17865	CP097651.1	3699127	3699900	-	774	772	1015	1055	696	701	526	9665	6921	7131	682	802	350
M8Y62_17870	CP097651.1	3700043	3700192	-	150	57	76	67	44	65	53	194	133	138	88	119	85
M8Y62_17875	CP097651.1	3700345	3701133	+	789	87	84	105	60	66	59	301	192	191	36	43	45
M8Y62_17880	CP097651.1	3701201	3702673	+	1473	127	175	167	87	94	109	713	417	426	47	65	72
M8Y62_17885	CP097651.1	3702883	3703899	+	1017	558	603	642	672	793	785	1777	1293	1204	752	794	634
M8Y62_17890	CP097651.1	3703909	3704955	+	1047	289	339	343	242	265	288	900	656	584	196	185	177
M8Y62_17895	CP097651.1	3704958	3706106	+	1149	626	742	719	534	454	519	1687	1155	1074	289	279	243
M8Y62_17900	CP097651.1	3706100	3707143	+	1044	416	468	425	379	407	421	1055	779	699	327	299	262
M8Y62_17905	CP097651.1	3707435	3708187	+	753	3242	4130	4625	6655	6827	7708	11419	8088	8352	5593	6007	6986
M8Y62_17910	CP097651.1	3708261	3709313	-	1053	648	679	807	1313	1556	1614	1805	1339	1357	1314	1356	1441
M8Y62_17915	CP097651.1	3709628	3709993	+	366	564	817	1243	2325	1989	1764	1843	1373	1478	1162	1304	757
M8Y62_17920	CP097651.1	3710111	3711055	+	945	236	257	301	406	449	469	742	533	417	341	324	280
M8Y62_17925	CP097651.1	3711052	3711771	-	720	297	342	320	626	668	678	710	535	574	809	839	557
M8Y62_17930	CP097651.1	3711807	3712850	-	1044	412	482	429	232	240	295	967	554	590	312	399	187
M8Y62_17935	CP097651.1	3712920	3713069	+	150	2	0	2	0	1	0	5	1	4	1	1	0
M8Y62_17940	CP097651.1	3713166	3713303	-	138	3	6	8	1	0	1	13	4	8	3	0	1
M8Y62_17945	CP097651.1	3713399	3713474	-	76	16	24	15	1	2	4	33	15	18	5	7	2
M8Y62_17950	CP097651.1	3713609	3713684	-	76	233	263	261	71	84	74	507	334	372	135	128	75
M8Y62_17955	CP097651.1	3713831	3713906	-	76	416	452	440	148	149	152	627	350	359	213	220	168
M8Y62_17960	CP097651.1	3713910	3713985	-	76	58	59	70	13	18	14	169	86	108	21	26	7
M8Y62_17965	CP097651.1	3714135	3714210	-	76	316	367	375	65	62	92	715	482	547	89	89	70
M8Y62_17970	CP097651.1	3714213	3714288	-	76	92	134	112	31	31	32	223	135	177	46	50	30
M8Y62_17975	CP097651.1	3714414	3714489	-	76	1779	2073	2104	456	504	600	4359	2815	3315	811	904	446
M8Y62_17980	CP097651.1	3714651	3715445	-	795	1039	1201	963	803	796	843	2082	1588	1571	967	984	976
M8Y62_17985	CP097651.1	3715455	3715979	-	525	1712	1803	1389	898	952	878	2136	1489	1573	905	1161	1160
M8Y62_17990	CP097651.1	3716014	3717306	-	1293	3527	3624	3277	2634	2835	2638	5948	4252	4660	2524	2724	2792
M8Y62_17995	CP097651.1	3717436	3718761	-	1326	1263	1250	1131	283	357	307	2781	2126	2031	274	334	279
M8Y62_18000	CP097651.1	3718861	3719289	-	429	574	562	564	266	402	404	2231	1719	1868	433	446	223
M8Y62_18005	CP097651.1	3719293	3719985	-	693	312	393	375	125	132	142	1229	955	892	104	125	83
M8Y62_18010	CP097651.1	3719982	3720386	-	405	366	461	417	104	119	122	1355	1007	1067	172	239	129
M8Y62_18015	CP097651.1	3720536	3720826	-	291	383	417	459	662	771	771	1001	801	723	1248	1104	1217
M8Y62_18020	CP097651.1	3720826	3720942	-	117	86	110	111	108	113	109	137	83	84	134	149	150
M8Y62_18025	CP097651.1	3720958	3722097	-	1140	7658	7833	8105	6925	7427	8242	12384	9142	7562	5833	7021	5944
M8Y62_18030	CP097651.1	3722113	3723681	-	1569	8298	9112	9439	9484	9975	10141	15461	10900	8684	9209	9960	6664
M8Y62_18035	CP097651.1	3724507	3725376	-	870	2055	2407	2471	4775	4533	4708	11826	7240	8081	4925	4831	3592
M8Y62_18040	CP097651.1	3725376	3726542	-	1167	1684	2020	2152	4282	4347	4281	11725	7393	8329	3957	3985	3405
M8Y62_18045	CP097651.1	3726646	3727872	-	1227	2680	2997	3171	3597	3761	4633	13788	9081	9085	2979	3055	2773
M8Y62_18050	CP097651.1	3727887	3730694	-	2808	3712	3864	4368	4969	5773	6794	16733	11267	11544	5114	5383	7757
M8Y62_18055	CP097651.1	3731076	3731792	-	717	669	560	544	909	1344	1630	3148	2016	2536	1579	2030	6996
M8Y62_18060	CP097651.1	3731808	3733574	-	1767	1862	1475	1446	2557	3450	4951	7505	5381	6352	4059	5041	14553
M8Y62_18065	CP097651.1	3733574	3733921	-	348	360	327	312	293	468	608	945	714	731	507	557	1359
M8Y62_18070	CP097651.1	3733915	3734319	-	405	2108	1934	1976	2772	4174	5455	5142	3409	4790	5473	5387	11566
M8Y62_18075	CP097651.1	3734960	3736243	+	1284	4540	4396	4526	9489	11894	13839	19477	14176	16333	8657	9360	26082
M8Y62_18080	CP097651.1	3736332	3737123	-	792	198	184	257	92	98	113	528	367	331	71	66	87
M8Y62_18085	CP097651.1	3737139	3737783	-	645	215	242	240	157	164	165	520	372	325	144	148	132
M8Y62_18090	CP097651.1	3737793	3738788	-	996	140	161	189	74	63	58	402	275	208	50	41	33
M8Y62_18095	CP097651.1	3738785	3739510	-	726	80	119	105	79	83	74	298	219	179	72	84	76
M8Y62_18100	CP097651.1	3739592	3740335	-	744	58	77	75	45	55	56	286	232	201	28	35	66
M8Y62_18105	CP097651.1	3740325	3741257	-	933	240	232	237	280	293	341	1103	831	807	315	367	523
M8Y62_18110	CP097651.1	3741251	3741907	-	657	208	230	216	329	403	421	1054	783	835	509	579	764
M8Y62_18115	CP097651.1	3741922	3742665	-	744	202	241	241	272	314	318	904	680	599	267	327	397
M8Y62_18120	CP097651.1	3742933	3744411	+	1479	200	229	258	62	83	63	485	420	356	57	52	20
M8Y62_18125	CP097651.1	3744383	3745825	-	1443	703	877	951	507	447	409	1978	1516	1271	336	377	195
M8Y62_18130	CP097651.1	3746009	3746218	-	210	5604	6424	5691	6107	6428	4384	19673	13230	13867	5098	5554	3529
M8Y62_18135	CP097651.1	3746614	3748293	+	1680	15	11	10	12	9	8	28	21	24	5	4	4
M8Y62_18140	CP097651.1	3748314	3750362	+	2049	44	31	41	13	17	23	83	55	41	8	9	8
M8Y62_18145	CP097651.1	3750373	3750948	+	576	35	41	53	25	21	27	86	82	60	9	13	4
M8Y62_18150	CP097651.1	3750949	3753636	+	2688	186	197	169	115	126	138	532	390	299	69	94	89
M8Y62_18155	CP097651.1	3753633	3754310	+	678	218	240	226	197	198	194	399	277	239	149	160	116
M8Y62_18160	CP097651.1	3754292	3754729	-	438	91	94	88	67	67	84	226	148	144	63	68	55
M8Y62_18165	CP097651.1	3754784	3756424	-	1641	4007	4176	4015	3521	4037	4489	9955	7386	6887	3031	3323	3743
M8Y62_18170	CP097651.1	3756457	3757005	-	549	796	948	949	475	571	573	1836	1366	1142	418	426	465
M8Y62_18175	CP097651.1	3757189	3757962	+	774	134	132	144	150	164	147	485	323	305	119	121	93
M8Y62_18180	CP097651.1	3758096	3758389	+	294	155	193	216	28	41	40	370	242	204	51	36	17
M8Y62_18185	CP097651.1	3758541	3759071	+	531	707	850	812	473	523	516	1545	1120	1078	475	492	559
M8Y62_18190	CP097651.1	3759363	3759815	+	453	950	1041	1110	685	776	777	1768	1277	1178	805	788	1035
M8Y62_18200	CP097651.1	3760432	3760764	-	333	131	135	146	109	102	91	220	121	136	99	103	106
M8Y62_18205	CP097651.1	3760812	3762215	-	1404	211	205	190	89	150	154	553	273	306	138	166	150
M8Y62_18210	CP097651.1	3762289	3762597	+	309	1	4	5	1	3	1	8	6	3	6	4	4
M8Y62_18215	CP097651.1	3762651	3764318	-	1668	2167	2451	2435	1993	2153	2531	5577	4198	3743	1688	1905	1656
M8Y62_18220	CP097651.1	3764497	3766452	-	1956	2424	2596	2238	1980	2121	1984	4604	2896	2569	1893	2048	2068
M8Y62_18225	CP097651.1	3766767	3767567	+	801	922	932	936	508	540	580	2182	1592	1233	413	499	461
M8Y62_18230	CP097651.1	3767681	3768829	+	1149	557	660	635	315	322	401	1738	1334	1093	269	276	288
